beads,0,珠子
beam,0,光束
beam_rifle,0,激光步枪
beamed_eighth_notes,0,八分音符
beamed_sixteenth_notes,0,十六分音符
beanie,0,无檐帽
beans,0,豆
bear,0,熊
bear_ears,0,熊耳朵
bear_hair_ornament,0,熊印花头饰
bear_panties,0,熊印花内裤
bear_print,0,熊印花
beard,0,胡须
beautiful_detailed_eyes,0,美丽的眼睛
beautiful_detailed_sky,0,美丽的天空
beautiful_detailed_water,0,美丽的水
beautiful_purple_sunset_at_beach,0,
beckoning,0,招手
bed,0,床
bed_sheet,0,床单
bedroom,0,卧室
beer,0,啤酒
beer_can,0,听装啤酒
beer_mug,0,啤酒杯
behind-the-head_headphones,0,从后脑戴上的耳机
beige_background,0,米色背景
beige_sweater,0,米色毛衣
bell,0,铃铛
bell_choker,0,铃铛项圈
belly,0,腹部
belly_chain,0,脐链
belly_grab,0,捏着肚子
belt,0,腰带
belt_boots,0,皮带靴
belt_buckle,0,皮带扣
belt_collar,0,皮项圈
belt_pouch,0,腰包
beltbra,0,皮带束胸
beltskirt,0,皮带裙
bench,0,长凳
bendy_straw,0,弯折的吸管
bent_over,0,弯腰
beret,0,贝雷帽
bespectacled,0,戴眼镜的
best_quality,0,最佳质量
bestiality,0,人兽
between_breasts,0,乳沟里
between_fingers,0,指间
between_legs,0,两腿之间
between_thighs,0,大腿之间
bib,0,围兜
bicycle,0,自行车
bicycle_basket,0,自行车篮
big_belly,0,大肚子
big_hair,0,头发很多的
bike_shorts,0,紧身裤
biker_clothes,0,自行车运动服
bikesuit,0,骑行套装
bikini,0,比基尼
bikini_armor,0,比基尼盔甲
bikini_aside,0,从三点剥开的比基尼
bikini_bottom,0,比基尼泳裤
bikini_lift,0,往上剥开的比基尼
bikini_pull,0,扯着比基尼
bikini_skirt,0,比基尼裙
bikini_tan,0,泳装晒痕
bikini_top,0,比基尼乳罩
bikini_top_only,0,上身比基尼
bikini_top_removed,0,脱下了比基尼上衣
bikini_under_clothes,0,比基尼内衣
binoculars,0,双筒望远镜
bird,0,鸟
bird_on_hand,0,手上的鸟
bird_on_head,0,头上的鸟
bird_on_shoulder,0,肩上的鸟
bird_tail,0,鸟尾巴
biribiri,0,(哔哩哔哩)的电流
birthday,0,生日
birthday_cake,0,生日蛋糕
birthmark,0,胎记
bisexual_(female),0,双性恋(女性)
bishamonten's_pagoda,0,毘沙门天宝塔
bishamonten's_spear,0,毘沙门天之矛
bishop_(chess),0,主教(国际象棋)
bishoujo,0,美少女
bishounen,0,美少年
bit_gag,0,勒住嘴
bite_mark,0,咬痕
bitgag,0,棍塞
biting,0,咬
biwa_lute,0,琵琶
black_apron,0,黑色围裙
black_armor,0,黑色盔甲
black_background,0,黑色背景
black_belt,0,黑色腰带
black_bikini,0,黑色比基尼
black_blindfold,0,黑色眼罩
black_blouse,0,黑色上衣
black_bodysuit,0,黑色紧身衣
black_border,0,黑色边框
black_bow,0,黑蝴蝶结
black_bra,0,黑色内衣
black_camisole,0,黑色吊带背心
black_cape,0,黑色斗篷
black_capelet,0,黑色披肩
black_cardigan,0,黑色开口衬衫
black_cat,0,黑猫
black_choker,0,黑色项链
black_coat,0,黑色外套
black_coat_(kingdom_hearts),0,黑色外套(王国之心)
black_collar,0,黑色项圈
black_dress,0,黑色连衣裙
black_eyes,0,黑色眼睛
black_feathers,0,黑色羽毛
black_flower,0,黑色的花
black_footwear,0,黑色的鞋
black_gloves,0,黑色手套
black_hair,0,黑色头发
black_hairband,0,黑色发带
black_hakama,0,黑色的袴
black_headband,0,黑色头巾
black_headwear,0,黑色头饰
black_hoodie,0,黑色连帽衫
black_horns,0,黑色的角
black_jacket,0,黑色夹克
black_kimono,0,黑色和服
black_leggings,0,黑色紧身裤
black_legwear,0,黑丝袜
black_leotard,0,黑色连身衣
black_nails,0,黑色指甲
black_neckwear,0,黑色领子
black_panties,0,黑色内裤
black_pants,0,黑色长裤
black_ribbon,0,黑色丝带
black_rose,0,黑玫瑰
black_sailor_collar,0,黑色水手领
black_scarf,0,黑色围巾
black_sclera,0,黑色巩膜
black_scrunchie,0,黑色发束
black_serafuku,0,黑色水手服
black_shirt,0,黑色衬衫
black_shorts,0,黑色短裤
black_skin,0,黑色皮肤
black_skirt,0,黑色短裙
black_sleeves,0,黑色袖子
black_sports_bra,0,运动胸罩
black_suit,0,黑色西装
black_sweater,0,黑色毛衣
black_swimsuit,0,黑色泳衣
black_tail,0,黑色尾巴
black_tank_top,0,黑色无袖紧身背心
black_theme,0,黑色主题
black_umbrella,0,黑色的伞
black_vest,0,黑色背心
black_wings,0,黑色翅膀
black-framed_eyewear,0,黑框眼镜
blade,0,剑
blank_eyes,0,无神的双眼
blank_speech_bubble,0,空话泡泡
blank_stare,0,无主的眼神
blanket,0,毯子
blazer,0,西装夹克
bleeding,0,出血
blindfold,0,眼罩
blinds,0,百叶窗
blinking,0,眨眼睛
blonde_hair,0,金发
blonde_pubic_hair,0,金色阴毛
blood,0,血
blood_from_mouth,0,嘴角流血
blood_on_face,0,脸上有血
blood_splatter,0,溅血
blood_stain,0,血迹
bloody_clothes,0,衣服沾血
bloody_tears,0,血泪
bloody_weapon,0,沾血的武器
bloom,0,盛开
bloomers,0,灯笼裤
blouse,0,罩衫
blowing,0,吹
blue_armor,0,蓝色盔甲
blue_background,0,蓝色背景
blue_belt,0,蓝色饰带
blue_bikini,0,蓝色比基尼
blue_blouse,0,蓝色上衣
blue_bodysuit,0,蓝色紧身衣
blue_bow,0,蓝色蝴蝶结
blue_bra,0,蓝色胸罩
blue_buruma,0,蓝色短裤
blue_butterfly,0,蓝色的蝴蝶
blue_cape,0,蓝色斗篷
blue_capelet,0,蓝色披肩
blue_cardigan,0,蓝色开襟衫
blue_choker,0,蓝色项圈
blue_coat,0,蓝色外套
blue_dress,0,蓝色洋装
blue_eyes,0,蓝眼睛
blue_fire,0,蓝色的火焰
blue_flower,0,蓝色的花
blue_footwear,0,蓝色鞋类
blue_gloves,0,蓝色手套
blue_hair,0,蓝色头发
blue_hairband,0,蓝色发带
blue_hakama,0,蓝色的袴
blue_headband,0,蓝色头巾
blue_headwear,0,蓝色头饰
blue_hoodie,0,蓝色连帽衫
blue_horns,0,蓝色的角
blue_jacket,0,蓝色夹克
blue_kimono,0,蓝色和服
blue_legwear,0,蓝色紧身裤
blue_leotard,0,蓝色连身衣
blue_nails,0,蓝色指甲
blue_neckwear,0,蓝色的领饰
blue_panties,0,蓝色内裤
blue_pants,0,蓝色长裤
blue_ribbon,0,蓝色丝带
blue_rose,0,蓝玫瑰
blue_sailor_collar,0,蓝色水手领
blue_sarong,0,蓝色沙滩裙
blue_scarf,0,蓝色围巾
blue_scrunchie,0,蓝色发束
blue_serafuku,0,蓝色水手服
blue_shirt,0,蓝色衬衫
blue_shorts,0,蓝色短裤
blue_skin,0,蓝色皮肤
blue_skirt,0,蓝色短裙
blue_sky,0,蓝天
blue_sleeves,0,蓝色袖子
blue_sweater,0,蓝色毛衣
blue_swimsuit,0,蓝色泳衣
blue_theme,0,蓝色
blue_vest,0,蓝色背心
blue_wings,0,蓝色翅膀
blueberry,0,蓝莓
blue-framed_eyewear,0,蓝框眼镜
blunt_bangs,0,齐刘海
blur_censor,0,模糊打码
blurry,0,模糊的
blurry_background,0,模糊的背景
blurry_foreground,0,前景模糊
blush,0,脸红
blush_stickers,0,表情贴纸
boar,0,猪
board_game,0,棋盘游戏
boat,0,船
bob_cut,0,波波头
bobby_socks,0,美式短袜
body_blush,0,身体泛红
body_hair,0,体毛
body_writing,0,身上有字
bodypaint,0,人体彩绘
bodystocking,0,连体裤袜
bodysuit,0,连体紧身衣
bodysuit_under_clothes,0,紧身衣裤
bokeh,0,焦外成像
bokken,0,木剑
bokura_wa_ima_no_naka_de,0,《如今的我们》
bolo_tie,0,波洛领带
bolt_action,0,栓式枪机
bomb,0,炸弹
bomber_jacket,0,飞行员夹克
bondage,0,捆绑
bondage_outfit,0,束缚服
bone,0,骨头
bone_hair_ornament,0,骨头状饰品
boned_meat,0,带骨肉
bonnet,0,bonnet女帽
book,0,书
book_hug,0,抱着书
book_stack,0,书堆
bookbag,0,书包
bookmark,0,书签
bookshelf,0,书架
boots,0,靴子
boots_removed,0,脱下的靴子
border,0,边框
bored,0,无聊的
borrowed_character,0,借鉴的角色
borrowed_design,0,借鉴的设计
borrowed_garments,0,男友的衣服
bottle,0,瓶子
bottomless,0,裸下半身
bouncing_breasts,0,乳摇
bound,0,绑住的
bound_arms,0,手臂被束缚
bound_legs,0,腿被束缚
bound_wrists,0,手腕被束缚
bouquet,0,花束
bow,0,蝴蝶结
bow_(instrument),0,弦类乐器
bow_(weapon),0,弓
bow_bikini,0,带蝴蝶结的比基尼
bow_bra,0,带蝴蝶结的胸罩
bow_hairband,0,带蝴蝶结的发带
bow_legwear,0,带蝴蝶结的裤袜
bow_panties,0,带蝴蝶结的内裤
bowing,0,鞠躬
bowl,0,碗
bowl_cut,0,锅盖头
bowl_hat,0,碗状帽子
bowtie,0,领结
box,0,箱子
boxcutter,0,刻刀
boxers,0,拳击手
boxing_gloves,0,拳套
boy,0,男孩
boy_on_top,0,男上体位
bra,0,胸罩
bra_lift,0,掀上去的胸罩
bra_peek,0,微微露出胸罩
bra_pull,0,拉下的胸罩
bra_removed,0,摘下的胸罩
bra_strap,0,内衣肩带
bra_through_clothes,0,透过衣服可以看到胸罩
bracelet,0,手镯
bracer,0,护腕
braid,0,辫子
braided_bangs,0,辫子刘海
braided_bun,0,编织发髻
braided_ponytail,0,麻花辫马尾
branch,0,分支
brand_name_imitation,0,名牌neta
bread,0,面包
breast_bondage,0,乳房绑缚
breast_conscious,0,对胸部在意
breast_curtains,0,乳帘
breast_envy,0,胸围歧视
breast_expansion,0,丰胸
breast_feeding,0,喂奶
breast_grab,0,揉胸
breast_hold,0,抱着胸部
breast_lift,0,托着胸部
breast_padding,0,胸垫
breast_pocket,0,乳袋
breast_poke,0,戳胸
breast_press,0,挤压胸部
breast_rest,0,搁着胸部
breast_slip,0,胸部走光
breast_smother,0,洗面奶
breast_squeeze,0,从两侧挤胸
breast_sucking,0,吸奶
breast_suppress,0,手放在乳房上方
breast_tattoo,0,胸部纹身
breastless_clothes,0,露胸的衣服
breastplate,0,胸甲
breasts,0,乳房
breasts_apart,0,向两侧摊开的乳房
breasts_on_glass,0,胸压玻璃
breasts_on_head,0,压在头上的乳房
breasts_outside,0,露出的乳房
breath,0,呼吸
breathing_fire,0,喷火
brick,0,砖
brick_wall,0,砖墙
bridal_gauntlets,0,婚纱手套
bridal_veil,0,婚纱头纱
bride,0,新娘
bridge,0,桥
briefcase,0,公文包
briefs,0,男式内裤
bright_pupils,0,明亮的瞳孔
broken,0,破碎的
broken_glass,0,碎玻璃
broken_horn,0,断角
broken_weapon,0,破碎的武器
brooch,0,胸针
broom,0,扫帚
broom_riding,0,骑扫帚
brother_and_sister,0,兄妹
brothers,0,兄弟
brown_background,0,棕色背景
brown_belt,0,棕色皮带
brown_bikini,0,棕色比基尼
brown_bow,0,棕色蝴蝶结
brown_cape,0,棕色斗篷
brown_cardigan,0,棕色开襟衫
brown_coat,0,棕色外套
brown_dress,0,棕色连衣裙
brown_eyes,0,棕色的眼睛
brown_footwear,0,棕色鞋类
brown_gloves,0,棕色手套
brown_hair,0,棕色头发
brown_hairband,0,棕色发带
brown_headwear,0,棕色头饰
brown_jacket,0,棕色夹克
brown_kimono,0,棕色和服
brown_legwear,0,棕色的裤袜
brown_neckwear,0,棕色领饰
brown_panties,0,棕色内裤
brown_pants,0,棕色长裤
brown_ribbon,0,褐色丝带
brown_sailor_collar,0,棕色水手领
brown_scarf,0,棕色围巾
brown_shirt,0,棕色衬衫
brown_shorts,0,棕色短裤
brown_skirt,0,棕色短裙
brown_sweater,0,棕色毛衣
brown_theme,0,棕色主题
brown_vest,0,棕色马甲
brown-framed_eyewear,0,棕色镜框眼镜
bruce_lee's_jumpsuit,0,李小龙款连身衣
bruise,0,挫伤
brush,0,刷子
brushing_teeth,0,刷牙
bubble,0,泡泡
bubble_blowing,0,吹泡泡
bubble_skirt,0,蓬蓬裙
bubble_tea,0,珍珠奶茶
bubble_tea_challenge,0,不用手喝珍珠奶茶挑战
buck_teeth,0,龅牙
bucket,0,水桶
buckle,0,扣
budget_sarashi,0,绷带裹胸
building,0,建筑
bukkake,0,射满脸
bulge,0,裆部隆起
bullet,0,子弹
bullpup,0,牛犊式枪械
bullying,0,欺负
bun_cover,0,发髻盖
bunching_hair,0,手持辫子
bunny,4,兔子
bunny_costume,0,兔子服装
bunny_ears,0,兔耳
bunny_girl,4,兔女郎
bunny_hair_ornament,0,兔子饰品
bunny_hood,0,兔耳帽
bunny_pose,0,兔耳pose
bunny_print,0,兔子图案
bunny_tail,0,兔尾巴
burn_scar,0,烧伤疤痕
burning,0,燃烧
burnt_clothes,0,烧焦的衣服
bursting_breasts,0,包不住的巨乳
buruma,0,女式灯笼裤
buruma_aside,0,内裤掰到一边
buruma_pull,0,褪下一部分的内裤
bus,0,公共汽车
bus_stop,0,公交站
bush,0,灌木
business_suit,0,西装
bust,0,半身像
bustier,0,紧身胸衣
butler,0,管家
butt_crack,0,股沟
butt_plug,0,肛塞
butterfly,0,蝴蝶
butterfly_hair_ornament,0,蝴蝶发饰
butterfly_net,0,捕虫网
butterfly_print,0,蝴蝶印花
butterfly_sitting,0,蝴蝶坐
butterfly_wings,0,蝴蝶翅膀
buttjob,0,臀交
button_badge,0,纽扣徽章
button_eyes,0,纽扣式画法的眼睛
button_gap,0,天使的小窗
buttons,0,纽扣
c:,0,c:
cabbie_hat,0,报童帽
cabinet,0,储藏柜
cable,0,线缆
cactus,0,仙人掌
cafe,0,咖啡馆
cage,0,笼子
cake,0,蛋糕
cake_slice,0,蛋糕块
calendar_(medium),0,日历
calendar_(object),0,图中有日历
calligraphy_brush,0,毛笔
calligraphy_brush_(medium),0,毛笔(中号)
camcorder,0,摄像机
camellia,0,山茶花
cameltoe,0,骆驼趾
cameo,0,精彩片段
camera,0,照相机
camisole,0,无袖紧身背心
camouflage,0,迷彩
can,0,缶
candle,0,蜡烛
candlestand,0,烛台
candy,0,糖果
candy_apple,0,苹果糖
candy_cane,0,棒棒糖
cane,0,手杖
cannon,0,炮
can't_be_this_cute,0,俺妹元素
canvas_(object),0,画布
cape,0,披风
capelet,0,披肩
capri_pants,0,七分裤
car,0,汽车
car_interior,0,汽车内饰
caramelldansen,0,niconiconi
card,0,卡片
card_(medium),0,卡片(中号图)
card_parody,0,玩牌
cardboard_box,0,纸板箱
cardigan,0,开襟衫
caressing_testicles,0,爱抚睾丸
carpet,0,地毯
carrot,0,胡萝卜
carrot_hair_ornament,0,胡萝卜发饰
carrot_necklace,0,胡萝卜项链
carrying,0,抱起
carrying_over_shoulder,0,肩扛
carrying_under_arm,0,夹在腋下
cart,0,载货推车
cartridge,0,弹夹
casing_ejection,0,子弹抛壳
cast,0,包扎着绷带
castle,0,城堡
casual,0,私服
casual_one-piece_swimsuit,0,连体泳衣
cat,0,猫
